P_NAME,P_DETECTION,P_DISCOVERY_FACILITY,P_YEAR,P_UPDATE,P_MASS,P_MASS_ORIGIN,P_RADIUS,P_PERIOD,P_SEMI_MAJOR_AXIS,P_ECCENTRICITY,P_INCLINATION,P_OMEGA,S_NAME,S_NAME_HD,S_NAME_HIP,S_TYPE,S_RA,S_DEC,S_RA_STR,S_DEC_STR,S_MAG,S_DISTANCE,S_TEMPERATURE,S_MASS,S_RADIUS,S_METALLICITY,S_AGE,S_LOG_LUM,S_LOG_G,P_ESCAPE,P_POTENTIAL,P_GRAVITY,P_DENSITY,P_HILL_SPHERE,P_DISTANCE,P_PERIASTRON,P_APASTRON,P_DISTANCE_EFF,P_FLUX,P_TEMP_EQUIL,P_TEMP_SURF,P_TYPE,S_TYPE_TEMP,S_RA_TXT,S_DEC_TXT,S_LUMINOSITY,S_SNOW_LINE,S_ABIO_ZONE,S_TIDAL_LOCK,P_HABZONE_OPT,P_HABZONE_CON,P_TYPE_TEMP,P_HABITABLE,S_CONSTELLATION,S_CONSTELLATION_ABR,S_CONSTELLATION_ENG
Kepler-595 c,Transit,Kepler,2020,2020-11-13,3.3,Mass,1.009,12.38602,0.0983,0.0,89.01,,Kepler-595,,,,294.57036,50.673015,19h38m16.89s,+50d40m22.85s,15.067,643.009,5138.5,0.93,0.82,0.406,2.7,-0.348,4.46,1.8084703,3.2705649,3.2413924,3.2124801,0.0014997393,0.0983,0.0983,0.0983,0.0983,46.440081,665.002,751.01526,Terran,K,19 38 16.89,+50 40 22.85,0.44874539,1.8086884,0.66003783,0.41204671,0,0,Hot,0,Cygnus,Cyg,Swan
Kepler-1715 b,Transit,Kepler,2021,2021-12-05,16.0,M-R relationship,4.14,35.597301,0.2178,0.0,87.51,,Kepler-1715,,,,293.92973,41.602905,19h35m43.14s,+41d36m10.46s,12.881,522.605,6212.0,1.08,1.21,-0.04,0.82,0.417,4.31,1.9658927,3.8647343,0.9335107,0.22548568,0.0053506745,0.2178,0.2178,0.2178,0.2178,55.066091,693.93816,,Neptunian,F,19 35 43.14,+41 36 10.46,2.6121614,4.3637892,4.3870582,0.35508724,0,0,Hot,0,Cygnus,Cyg,Swan
Kepler-123 c,Transit,Kepler,2014,2019-04-16,2.79,M-R relationship,1.48,26.695074,0.181,0.0,89.83,,Kepler-123,,,,296.99859,42.781963,19h47m59.66s,+42d46m55.07s,14.129,1021.66,6089.0,1.01,1.26,-0.03,0.48,0.41,4.28,1.3730022,1.8851351,1.27374,0.86063511,0.0025403376,0.181,0.181,0.181,0.181,78.459015,758.15922,856.22171,Terran,F,19 47 59.66,+42 46 55.07,2.5703958,4.3287626,3.4729625,0.31759391,0,0,Hot,0,Cygnus,Cyg,Swan
Kepler-372 c,Transit,Kepler,2014,2018-09-25,5.02,M-R relationship,2.09,20.053763,0.154,0.0,83.71,,Kepler-372,,,,291.25623,49.258929,19h25m01.49s,+49d15m32.14s,14.928,1493.95,6509.0,1.2,1.14,0.16,2.349,0.321,4.41,1.5498109,2.4019139,1.1492411,0.54987612,0.0024820668,0.154,0.154,0.154,0.154,88.299564,780.88908,881.89151,Superterran,F,19 25 01.49,+49 15 32.14,2.0941125,3.9071831,7.5687285,0.43829423,0,0,Hot,0,Cygnus,Cyg,Swan
Kepler-402 c,Transit,Kepler,2014,2019-04-16,3.05,M-R relationship,1.56,6.124821,0.068,0.0,84.71,,Kepler-402,,,,288.3702,43.354611,19h13m28.85s,+43d21m16.60s,13.27,625.339,6090.0,1.15,1.26,-0.08,1.4,0.203,4.28,1.398259,1.9551282,1.2532873,0.8033893,0.00094151699,0.068,0.068,0.068,0.068,345.12957,1097.9821,1239.9982,Terran,F,19 13 28.85,+43 21 16.60,1.5958791,3.410859,3.6327739,0.39641078,0,0,Hot,0,Lyra,Lyr,Lyre
Kepler-404 c,Transit,Kepler,2014,2018-09-25,3.61,M-R relationship,1.72,14.751166,0.118,0.0,88.81,,Kepler-404,,,,286.39858,45.343524,19h05m35.66s,+45d20m36.69s,15.479,812.524,5654.0,0.93,0.88,-0.04,0.4,-0.337,4.54,1.4487364,2.0988372,1.2202542,0.70945011,0.0018549919,0.118,0.118,0.118,0.118,33.05491,610.81361,689.81799,Superterran,G,19 05 35.66,+45 20 36.69,0.46025657,1.8317397,1.6002677,0.29972926,0,0,Hot,0,Lyra,Lyr,Lyre
Kepler-1744 b,Transit,Kepler,2021,2021-12-05,13.6,M-R relationship,3.768,37.101101,0.2093,0.0,89.52,,Kepler-1744,,,,291.02068,42.462463,19h24m04.96s,+42d27m44.87s,15.566,1091.63,5986.0,0.89,0.85,-0.5,,-0.098,4.53,1.8998268,3.6093418,0.95789327,0.25421796,0.005195222,0.2093,0.2093,0.2093,0.2093,18.216358,526.27785,,Neptunian,G,19 24 04.96,+42 27 44.87,0.79799469,2.4119248,2.7895843,0.44375963,0,0,Hot,0,Lyra,Lyr,Lyre
Kepler-296 e,Transit,Kepler,2014,2019-04-16,2.96,M-R relationship,1.53,34.14211,0.169,0.33,89.89,,Kepler-296,,,M2 V,286.54003,49.437261,19h06m09.61s,+49d26m14.14s,16.363,167.0,3740.0,0.5,0.48,-0.08,4.2,-1.569,4.77,1.3909136,1.9346405,1.2644709,0.82645159,0.0020488995,0.17820205,0.11323,0.22477,0.17138721,1.0006066,249.37936,281.6348,Terran,M,19 06 09.61,+49 26 14.14,0.026977394,0.44346951,0.04856073,0.36065314,1,1,Warm,1,Draco,Dra,Dragon
Kepler-310 b,Transit,Kepler,2014,2019-04-16,1.81,M-R relationship,1.19,13.930698,0.111,0.0,87.46,,Kepler-310,,,,288.83928,46.986747,19h15m21.43s,+46d59m12.29s,14.376,602.268,5797.0,0.91,0.88,-0.07,1.9,-0.239,4.52,1.2332917,1.5210084,1.2781583,1.0740826,0.0013963275,0.111,0.111,0.111,0.111,46.81166,666.32824,752.51304,Terran,G,19 15 21.43,+46 59 12.29,0.57676646,2.0505188,2.0311422,0.38580179,0,0,Hot,0,Cygnus,Cyg,Swan
Kepler-1022 b,Transit,Kepler,2016,2019-04-16,6.17,M-R relationship,2.36,10.994699,0.0805,0.0,89.71,,Kepler-1022,,,,289.35206,46.973635,19h17m24.49s,+46d58m25.08s,15.758,420.042,4445.0,0.71,0.68,0.06,3.63,-0.858,4.64,1.6169127,2.6144068,1.1077995,0.46940656,0.001655478,0.0805,0.0805,0.0805,0.0805,21.399727,547.90059,618.76762,Superterran,K,19 17 24.49,+46 58 25.08,0.13867558,1.0054576,0.18325725,0.39563562,0,0,Hot,0,Cygnus,Cyg,Swan
K2-244 b,Transit,K2,2018,2022-03-28,3.71,M-R relationship,1.75,21.06884,0.1418,,89.214,,K2-244,,,,183.46865,-3.8318097,12h13m52.48s,-03d49m54.51s,11.78,212.902,5677.0,0.86,0.92,-0.29,,-0.118,4.44,1.456022,2.12,1.2114286,0.6922449,0.0023089789,0.1418,0.1418,0.1418,0.1418,37.900727,632.06478,713.81785,Superterran,G,12 13 52.48,-03 49 54.51,0.76207901,2.3570227,1.6219041,0.43871647,0,0,Hot,0,Virgo,Vir,Virgin
Kepler-1849 b,Transit,Kepler,2021,2021-12-05,6.29,M-R relationship,2.387,57.2929,0.2597,0.0,89.99,,Kepler-1849,,,,285.29193,41.255727,19h01m10.06s,+41d15m20.62s,15.997,631.884,4806.0,0.71,0.73,-0.1,13.5,-0.662,4.56,1.6233012,2.6351068,1.1039409,0.46248046,0.0053751175,0.2597,0.2597,0.2597,0.2597,3.2289112,341.47879,385.64663,Superterran,K,19 01 10.06,+41 15 20.62,0.21777098,1.2599803,0.3407295,0.49245504,0,0,Hot,0,Lyra,Lyr,Lyre
Kepler-1850 b,Transit,Kepler,2021,2021-12-05,0.313,M-R relationship,0.729,1.3858,0.0206,0.0,86.72,,Kepler-1850,,,,287.14283,43.616118,19h08m34.28s,+43d36m58.02s,14.44,250.199,4239.0,0.61,0.6,-0.22,13.8,-0.81,4.67,0.65525207,0.42935528,0.58896472,0.80790771,0.00016496455,0.0206,0.0206,0.0206,0.0206,364.97705,1113.4382,1257.4534,Subterran,K,19 08 34.28,+43 36 58.02,0.15488166,1.0625852,0.12228824,0.46987387,0,0,Hot,0,Lyra,Lyr,Lyre
Kepler-2001 b,Transit,Kepler,2023,2023-05-16,1.12,M-R relationship,1.04,1.090011,0.0197,0.0,83.71,,Kepler-2001,,,,291.65946,50.583858,19h26m38.27s,+50d35m01.89s,15.981,776.55,5081.0,0.86,0.77,0.12,4.0,-0.546,4.6,1.037749,1.0769231,1.035503,0.99567592,0.00021519128,0.0197,0.0197,0.0197,0.0197,732.93852,1325.4599,1496.8987,Terran,K,19 26 38.27,+50 35 01.89,0.28444611,1.4400042,0.58255761,0.42861528,0,0,Hot,0,Cygnus,Cyg,Swan
Kepler-2001 c,Transit,Kepler,2023,2023-05-16,3.97,M-R relationship,1.82,14.092583,0.1084,0.0,88.45,,Kepler-2001,,,,291.65946,50.583858,19h26m38.27s,+50d35m01.89s,15.981,776.55,5081.0,0.86,0.77,0.12,4.0,-0.546,4.6,1.4769288,2.1813187,1.1985267,0.65853118,0.0018054212,0.1084,0.1084,0.1084,0.1084,24.207026,565.04764,638.13252,Superterran,K,19 26 38.27,+50 35 01.89,0.28444611,1.4400042,0.58255761,0.42861528,0,0,Hot,0,Cygnus,Cyg,Swan
Kepler-1870 b,Transit,Kepler,2021,2021-12-05,5.07,M-R relationship,2.101,3.60694,0.0453,0.0,86.68,,Kepler-1870,,,,293.93351,40.590704,19h35m44.04s,+40d35m26.53s,13.566,407.216,5508.0,0.96,0.84,0.07,13.4,-0.226,4.57,1.5534274,2.4131366,1.1485657,0.54667574,0.00078909452,0.0453,0.0453,0.0453,0.0453,289.60336,1050.8739,1186.7969,Superterran,G,19 35 44.04,+40 35 26.53,0.59429216,2.0814394,1.2585066,0.54387536,0,0,Hot,0,Cygnus,Cyg,Swan
Kepler-1871 b,Transit,Kepler,2021,2021-12-05,6.44,M-R relationship,2.422,1.9527,0.0308,0.0,80.96,,Kepler-1871,,,,292.4275,38.472882,19h29m42.60s,+38d28m22.38s,14.822,854.623,5741.0,1.02,0.95,0.12,5.7,0.003,4.5,1.6306316,2.6589595,1.0978363,0.45327676,0.00056941801,0.0308,0.0308,0.0308,0.0308,1061.4476,1454.0333,1642.1021,Superterran,G,19 29 42.60,+38 28 22.38,1.0069317,2.7093416,1.9163609,0.4812869,0,0,Hot,0,Cygnus,Cyg,Swan
K2-72 e,Transit,K2,2016,2017-12-12,2.21,M-R relationship,1.29,24.158868,0.106,0.11,89.68,11.39,K2-72,,,,334.62275,-9.6120084,22h18m29.46s,-09d36m43.23s,15.37,66.4321,3360.47,0.27,0.33,,,-1.837,5.05,1.3088844,1.7131783,1.3280452,1.0294924,0.0019017669,0.1066413,0.09434,0.11766,0.10616097,1.3032621,271.56093,306.68539,Terran,M,22 18 29.46,-09 36 43.23,0.014554591,0.3257345,0.020601981,0.29817579,1,0,Warm,1,Aquarius,Aqr,Water Carrier
K2-59 b,Transit,K2,2016,2019-09-05,6.39,M-R relationship,2.41,20.6921,0.1354,,,,K2-59,,,,338.94255,-14.027727,22h35m46.21s,-14d01m39.82s,14.266,311.313,5055.0,0.77,0.73,,,-0.66,4.59,1.6283281,2.6514523,1.1001877,0.45650941,0.0027420411,0.1354,0.1354,0.1354,0.1354,11.933358,473.46772,534.70739,Superterran,K,22 35 46.21,-14 01 39.82,0.21877616,1.2628849,0.53695419,0.42284516,0,0,Hot,0,Aquarius,Aqr,Water Carrier
Kepler-1953 b,Transit,Kepler,2021,2021-12-05,2.2,M-R relationship,1.286,6.2456598,0.0607,0.0,87.87,,Kepler-1953,,,,287.9681,46.470596,19h11m52.34s,+46d28m14.15s,15.936,605.631,4858.0,0.79,0.71,-0.02,,-0.63,4.62,1.3079491,1.7107309,1.3302729,1.0344268,0.00085422538,0.0607,0.0607,0.0607,0.0607,63.624241,719.45786,812.5146,Terran,K,19 11 52.34,+46 28 14.15,0.23442288,1.3072654,0.38606828,0.42647491,0,0,Hot,0,Lyra,Lyr,Lyre
Kepler-1946 b,Transit,Kepler,2021,2021-12-05,6.75,M-R relationship,2.488,3.0351901,0.0394,0.0,86.14,,Kepler-1946,,,,282.33554,42.845342,18h49m20.53s,+42d50m43.23s,15.508,1002.12,5505.0,0.89,0.87,-0.04,,-0.279,4.5,1.6471255,2.7130225,1.0904431,0.438281,0.00077431807,0.0394,0.0394,0.0394,0.0394,338.85005,1092.9533,1234.319,Superterran,G,18 49 20.53,+42 50 43.23,0.52601727,1.9582303,1.2208344,0.44375963,0,0,Hot,0,Lyra,Lyr,Lyre
Kepler-1965 b,Transit,Kepler,2021,2021-12-05,2.4,M-R relationship,1.354,41.868698,0.2301,0.0,87.73,,Kepler-1965,,,,292.51471,38.021987,19h30m03.53s,+38d01m19.15s,13.839,521.791,5852.0,0.93,0.84,-0.3,,-0.076,4.56,1.3313624,1.7725258,1.3091033,0.96684142,0.0031570246,0.2301,0.2301,0.2301,0.2301,15.855019,508.32492,574.07312,Terran,G,19 30 03.53,+38 01 19.15,0.83945999,2.4737953,2.248661,0.45031054,0,0,Hot,0,Cygnus,Cyg,Swan
Kepler-1967 b,Transit,Kepler,2021,2021-12-05,0.315,M-R relationship,0.73,7.2816901,0.0735,0.0,84.96,,Kepler-1967,,,,299.13763,43.498472,19h56m33.03s,+43d29m54.50s,13.519,249.102,4970.0,1.0,1.81,0.32,,-0.567,3.92,0.65689181,0.43150685,0.59110527,0.80973325,0.00050023734,0.0735,0.0735,0.0735,0.0735,50.167831,677.96307,765.65276,Subterran,K,19 56 33.03,+43 29 54.50,0.27101916,1.4056065,0.50623671,0.46133648,0,0,Hot,0,Cygnus,Cyg,Swan
Kepler-1916 b,Transit,Kepler,2021,2021-12-05,7.35,M-R relationship,2.618,31.254299,0.2053,0.0,89.98,,Kepler-1916,,,,293.07058,48.387679,19h32m16.94s,+48d23m15.64s,15.779,2055.82,6246.0,1.18,1.09,0.07,,0.214,4.43,1.6755556,2.8074866,1.0723784,0.40961741,0.003778412,0.2053,0.2053,0.2053,0.2053,38.834892,635.92403,,Neptunian,F,19 32 16.94,+48 23 15.64,1.6368165,3.4543295,4.7902792,0.48750431,0,0,Hot,0,Cygnus,Cyg,Swan
Kepler-633 b,Transit,Kepler,2016,2019-04-16,3.29,M-R relationship,1.63,8.5034072,0.0815,0.0,86.36,,Kepler-633,,,,295.21733,40.59216,19h40m52.16s,+40d35m31.78s,13.812,680.54,5899.0,1.02,1.15,-0.05,6.03,0.16,4.32,1.4207058,2.0184049,1.2382852,0.75968418,0.0012045036,0.0815,0.0815,0.0815,0.0815,217.61297,978.41005,1104.9604,Superterran,G,19 40 52.16,+40 35 31.78,1.4454398,3.246114,2.5139923,0.48582268,0,0,Hot,0,Cygnus,Cyg,Swan
TOI-532 b,Transit,Transiting Exoplanet Survey Satellite (TESS),2021,2022-08-08,61.5,Mass,5.82,2.3266508,0.0296,0.0,88.08,90.0,TOI-532,,,,85.080054,11.562637,05h40m19.21s,+11d33m45.49s,14.413,135.047,3927.0,0.64,0.61,0.338,7.1,-1.095,4.67,3.2506938,10.56701,1.8156375,0.31196521,0.001356153,0.0296,0.0296,0.0296,0.0296,91.709976,788.32238,,Neptunian,K,05 40 19.21,+11 33 45.49,0.080352612,0.76535648,0.072701927,0.42739347,0,0,Hot,0,Orion,Ori,Hunter
K2-151 b,Transit,K2,2018,2019-09-05,2.83,M-R relationship,1.49,3.835476,0.0373,,,,K2-151,,,M1.5 V,19.304773,9.5012663,01h17m13.15s,+09d30m04.56s,14.175,69.4798,3695.0,0.47,0.45,-0.19,,-1.553,4.8,1.3781614,1.8993289,1.2747174,0.855515,0.00067877151,0.0373,0.0373,0.0373,0.0373,20.117886,539.50478,609.28587,Terran,M,01 17 13.15,+09 30 04.56,0.027989813,0.45171422,0.044030389,0.35868819,0,0,Hot,0,Pisces,Psc,Fishes
Kepler-1892 b,Transit,Kepler,2021,2021-12-05,4.03,M-R relationship,1.837,6.3312302,0.0633,0.0,89.7,,Kepler-1892,,,,299.08101,42.018096,19h56m19.44s,+42d01m05.14s,15.592,851.595,5383.0,0.85,0.76,-0.22,0.5,-0.301,4.6,1.4811463,2.1937942,1.1942266,0.65009612,0.0010636963,0.0633,0.0633,0.0633,0.0633,124.79368,851.42786,961.55397,Superterran,G,19 56 19.44,+42 01 05.14,0.50003453,1.9092542,0.97492976,0.30189747,0,0,Hot,0,Cygnus,Cyg,Swan
HD 4760 b,Radial Velocity,Multiple Observatories,2021,2021-02-05,4417.837,Msini,12.3,434.0,1.14,0.23,,265.0,HD 4760,HD 4760,HIP 3869,K2,12.416165,6.4071412,00h49m39.88s,+06d24m25.71s,7.51,537.873,4076.0,1.05,42.4,-0.91,,2.93,1.62,18.95188,359.17374,29.201117,2.3740746,0.14174931,1.170153,0.8778,1.4022,1.1476725,672.96485,1284.3717,,Jovian,K,00 49 39.88,+06 24 25.71,851.13804,78.770529,0.1107611,0.46890071,0,0,Hot,0,Pisces,Psc,Fishes
HD 68988 c,Radial Velocity,Multiple Observatories,2021,2021-09-20,4767.4261,Msini,12.3,16000.0,13.2,0.45,,-7.4485,HD 68988,HD 68988,HIP 40687,G2 V,124.59354,61.460852,08h18m22.45s,+61d27m39.07s,8.2,60.8447,5883.41,1.17,1.26,0.305,3.4,0.222,4.31,19.687448,387.59562,31.511839,2.5619381,1.1599018,14.5365,7.26,19.14,13.55872,0.010714867,78.612274,,Jovian,G,08 18 22.45,+61 27 39.07,1.6672472,3.486292,2.5620869,0.46223903,0,0,Cold,0,Ursa Major,UMa,Big Bear
HD 24085 b,Radial Velocity,Las Campanas Observatory,2019,2019-05-20,11.8,Msini,3.46,2.0455,0.034,0.22,,8.92,HD 24085,HD 24085,HIP 17515,G0 V,56.256345,-70.024519,03h45m01.52s,-70d01m28.27s,7.57,54.9004,6034.0,1.22,1.41,0.17,,0.377,4.2,1.8467281,3.4104046,0.98566608,0.28487459,0.00056519654,0.0348228,0.02652,0.04148,0.034209043,2112.5887,1711.1152,,Neptunian,G,03 45 01.52,-70 01 28.27,2.3823195,4.1673863,3.3651913,0.49295174,0,0,Hot,0,Hydrus,Hyi,Little Water Snake
TOI-1064 c,Transit,Transiting Exoplanet Survey Satellite (TESS),2022,2022-08-08,2.5,Mass,2.651,12.226574,0.09429,0.088,88.455,25.0,TOI-1064,,,,296.00393,-47.56203,19h44m00.94s,-47d33m43.31s,10.938,68.0726,4734.0,0.75,0.73,0.05,9.4,-0.623,4.6,0.97110265,0.94304036,0.35573005,0.13418712,0.0012849078,0.094655091,0.08599248,0.10258752,0.094381505,26.900284,579.30364,654.23243,Terran,K,19 44 00.94,-47 33 43.31,0.23823195,1.3178433,0.30663629,0.47217164,0,0,Hot,0,Telescopium,Tel,Telescope
Kepler-768 b,Transit,Kepler,2016,2019-04-16,3.86,M-R relationship,1.79,11.391003,0.092,0.0,88.44,,Kepler-768,,,,294.11569,38.393438,19h36m27.76s,+38d23m36.38s,15.969,784.56,5108.0,0.82,0.78,-0.03,4.57,-0.466,4.58,1.468477,2.1564246,1.2047065,0.67302037,0.0015422836,0.092,0.092,0.092,0.092,40.403998,642.25249,725.32326,Superterran,K,19 36 27.76,+38 23 36.38,0.34197944,1.5789332,0.60060535,0.43133578,0,0,Hot,0,Cygnus,Cyg,Swan
Kepler-363 b,Transit,Kepler,2014,2019-04-16,1.65,M-R relationship,1.16,3.614568,0.048,0.0,86.02,,Kepler-363,,,,283.19208,41.305417,18h52m46.10s,+41d18m19.50s,13.472,762.596,5593.0,1.1,1.49,0.397,5.25,0.365,4.15,1.1926499,1.4224138,1.2262188,1.0570852,0.00054961289,0.048,0.048,0.048,0.048,1005.8137,1434.5943,1620.1488,Terran,G,18 52 46.10,+41 18 19.50,2.3173946,4.1102077,1.523992,0.48683555,0,0,Hot,0,Lyra,Lyr,Lyre
Kepler-307 c,Transit,Kepler,2013,2018-09-25,3.64,Mass,2.2,13.0729,0.1068,0.0,88.37,,Kepler-307,,,,297.79509,40.41764,19h51m10.82s,+40d25m03.51s,14.149,575.581,5367.0,0.91,0.81,0.19,13.5,-0.122,4.46,1.2862914,1.6545455,0.75206612,0.34184823,0.0016958073,0.1068,0.1068,0.1068,0.1068,66.199925,726.63127,820.61584,Superterran,G,19 51 10.82,+40 25 03.51,0.75509223,2.3461932,0.97030796,0.53492669,0,0,Hot,0,Cygnus,Cyg,Swan
Kepler-332 c,Transit,Kepler,2014,2019-04-16,1.32,M-R relationship,1.09,15.995622,0.114,0.0,89.86,,Kepler-332,,,,286.66278,47.413694,19h06m39.07s,+47d24m49.30s,14.243,344.19,4955.0,0.8,0.72,-0.1,2.82,-0.584,4.61,1.1004586,1.2110092,1.1110176,1.0192822,0.0013474668,0.114,0.114,0.114,0.114,20.053505,539.07263,608.79783,Terran,K,19 06 39.07,+47 24 49.30,0.26061535,1.3783635,0.45799267,0.39472656,0,0,Hot,0,Lyra,Lyr,Lyre
Kepler-342 d,Transit,Kepler,2014,2018-09-25,6.76,M-R relationship,2.49,39.459357,0.242,0.0,84.57,,Kepler-342,,,,292.67805,46.726681,19h30m42.73s,+46d43m36.05s,13.2,781.611,6175.0,1.26,1.47,-0.001,2.04,0.453,4.19,1.6476831,2.7148594,1.090305,0.43787349,0.0042376589,0.242,0.242,0.242,0.242,48.458422,672.11258,759.04555,Superterran,F,19 30 42.73,+46 43 36.05,2.837919,4.5484536,4.3339373,0.43513102,0,0,Hot,0,Cygnus,Cyg,Swan
Kepler-364 b,Transit,Kepler,2014,2019-04-16,3.02,M-R relationship,1.55,25.745718,0.178,0.0,88.22,,Kepler-364,,,,281.57,47.398623,18h46m16.80s,+47d23m55.04s,13.754,891.462,6108.0,1.19,1.28,-0.031,0.63,0.351,4.27,1.3958464,1.9483871,1.2570239,0.81098318,0.0024286145,0.178,0.178,0.178,0.178,70.820664,738.99195,834.57529,Terran,F,18 46 16.80,+47 23 55.04,2.2438819,4.04449,3.7898166,0.35099202,0,0,Hot,0,Lyra,Lyr,Lyre
HD 93963 A b,Transit,Transiting Exoplanet Survey Satellite (TESS),2022,2022-08-09,7.8,Mass,1.35,1.0391353,0.02085,,86.21,,HD 93963 A,HD 93963 A,,G0 V,162.7767,25.641065,10h51m06.41s,+25d38m27.83s,9.182,82.3432,5987.0,1.11,1.04,0.1,1.4,0.098,4.49,2.4037009,5.7777778,4.2798354,3.1702484,0.00039946787,0.02085,0.02085,0.02085,0.02085,2882.6232,1866.5803,2108.0091,Terran,G,10 51 06.41,+25 38 27.83,1.2531412,3.0224823,3.0078991,0.39176037,0,0,Hot,0,Leo Minor,LMi,Little Lion
HD 93963 A c,Transit,Transiting Exoplanet Survey Satellite (TESS),2022,2022-08-09,19.2,Mass,3.228,3.6451398,0.04813,,86.31,,HD 93963 A,HD 93963 A,,G0 V,162.7767,25.641065,10h51m06.41s,+25d38m27.83s,9.182,82.3432,5987.0,1.11,1.04,0.1,1.4,0.098,4.49,2.438843,5.9479554,1.8426132,0.57082193,0.0012450703,0.04813,0.04813,0.04813,0.04813,540.96389,1228.547,,Neptunian,G,10 51 06.41,+25 38 27.83,1.2531412,3.0224823,3.0078991,0.39176037,0,0,Hot,0,Leo Minor,LMi,Little Lion
K2-223 b,Transit,K2,2018,2022-03-28,0.64,M-R relationship,0.89,0.50557,0.0127,,89.7,,K2-223,,,,185.30618,-10.282091,12h21m13.48s,-10d16m55.53s,11.443,198.604,5859.0,1.06,1.0,0.19,,-0.035,4.5,0.8479983,0.71910112,0.80797879,0.90784134,0.00010736935,0.0127,0.0127,0.0127,0.0127,5719.9543,2215.3781,2501.9214,Terran,G,12 21 13.48,-10 16 55.53,0.92257143,2.5933657,2.3773208,0.47038459,0,0,Hot,0,Virgo,Vir,Virgin
Kepler-112 c,Transit,Kepler,2014,2019-04-16,6.35,M-R relationship,2.4,28.574263,0.172,0.0,89.91,,Kepler-112,,,,296.98114,43.209702,19h47m55.47s,+43d12m34.93s,13.927,513.206,5544.0,0.78,0.84,-0.522,9.4,-0.086,4.51,1.6266018,2.6458333,1.1024306,0.45934606,0.0034610409,0.172,0.172,0.172,0.172,27.729568,584.5686,660.17838,Superterran,G,19 47 55.47,+43 12 34.93,0.82035154,2.445478,1.2492716,0.47838514,0,0,Hot,0,Cygnus,Cyg,Swan
Kepler-1913 b,Transit,Kepler,2021,2021-12-05,2.92,M-R relationship,1.519,14.196,0.1209,0.0,87.66,,Kepler-1913,,,,290.21669,44.779586,19h20m52.01s,+44d46m46.51s,14.814,876.3,6214.0,1.17,1.08,0.07,,-0.055,4.44,1.3864766,1.9223173,1.265515,0.83312378,0.0016403778,0.1209,0.1209,0.1209,0.1209,60.276413,709.80092,801.60861,Terran,F,19 20 52.01,+44 46 46.51,0.88104887,2.5343335,4.5211925,0.48612327,0,0,Hot,0,Cygnus,Cyg,Swan
Kepler-1914 b,Transit,Kepler,2021,2021-12-05,8.97,M-R relationship,2.943,30.8279,0.1954,0.0,89.98,,Kepler-1914,,,,291.4314,38.654364,19h25m43.54s,+38d39m15.71s,15.911,1621.56,5982.0,1.05,0.96,-0.04,,0.077,4.49,1.7458265,3.0479103,1.0356474,0.35190194,0.0039955588,0.1954,0.1954,0.1954,0.1954,31.271656,602.40342,,Neptunian,G,19 25 43.54,+38 39 15.71,1.1939881,2.9502836,2.9274407,0.46890071,0,0,Hot,0,Lyra,Lyr,Lyre
Kepler-1917 b,Transit,Kepler,2021,2021-12-05,4.23,M-R relationship,1.89,12.9024,0.103,0.0,89.42,,Kepler-1917,,,,294.10389,45.001353,19h36m24.93s,+45d00m04.87s,15.474,909.037,5530.0,0.88,0.79,-0.22,,-0.296,4.59,1.4960265,2.2380952,1.1841774,0.62654888,0.0017387683,0.103,0.103,0.103,0.103,47.678826,669.39289,755.97409,Superterran,G,19 36 24.93,+45 00 04.87,0.50582466,1.9202765,1.2696205,0.44209135,0,0,Hot,0,Cygnus,Cyg,Swan
Kepler-27 c,Transit,Kepler,2011,2018-09-25,4385.87,Mass,4.9,31.3309,0.191,0.0,88.62,,Kepler-27,,,,292.23676,41.085871,19h28m56.82s,+41d05m09.14s,15.822,1044.36,5400.0,0.65,0.59,0.41,1.62,-0.329,5.4,29.917813,895.07551,182.66847,37.27928,0.036102124,0.191,0.191,0.191,0.191,12.850892,482.31751,,Neptunian,G,19 28 56.82,+41 05 09.14,0.46881338,1.8486886,0.91795659,0.33582662,0,0,Hot,0,Cygnus,Cyg,Swan
Kepler-1035 b,Transit,Kepler,2016,2019-04-16,1.71,M-R relationship,1.17,2.7140775,0.0386,0.0,84.01,,Kepler-1035,,,,289.04224,42.882499,19h16m10.14s,+42d52m57.00s,13.097,562.116,5763.0,0.98,0.97,-0.03,4.47,0.209,4.45,1.208941,1.4615385,1.2491782,1.0676737,0.00046483187,0.0386,0.0386,0.0386,0.0386,1085.9889,1462.3659,1651.5125,Terran,G,19 16 10.14,+42 52 57.00,1.61808,3.4345019,1.9638148,0.45605594,0,0,Hot,0,Lyra,Lyr,Lyre
Kepler-227 c,Transit,Kepler,2014,2019-04-16,9.48,M-R relationship,3.04,54.418694,0.29,0.0,89.57,,Kepler-227,,,,291.93427,48.141676,19h27m44.23s,+48d08m30.03s,15.623,1083.06,5854.0,0.92,1.09,0.081,7.7,-0.121,4.4,1.7659052,3.1184211,1.0257964,0.33743303,0.0063123356,0.29,0.29,0.29,0.29,8.9992021,441.21545,,Neptunian,G,19 27 44.23,+48 08 30.03,0.7568329,2.3488959,2.2482841,0.48891786,0,0,Hot,0,Cygnus,Cyg,Swan
